OBJECT_ID,ALARM_ID,ALARM_LVL,ALARM_DESC,ALARM_DESC_TW,HAPPENED_REASON,SOLUSTION
AGV,200220,Alarm,TRU Turn Axis FLS Sensor Error,TRU Turn Axis FLS Sensor Error,TRU旋轉軸上極限Sensor異常,手臂旋轉軸碰觸到上極限，請操作人機進入伺服單/雙軸操作畫面，執行單軸JOG操作移動離開上極限，排除後按下 RESET按鈕執行Alarm復歸操作
AGV,200221,Alarm,TRU Turn Axis Servo Error,TRU Turn Axis Servo Error,TRU旋轉軸伺服控制器異常,手臂旋轉軸動作時是否發生異常，請依伺服異常碼分別進行排除復歸操作
AGV,200222,Alarm,TRU Turn Axis Servo Action Time Out,TRU Turn Axis Servo Action Time Out,TRU旋轉軸伺服動作Time Out,手臂旋轉軸動作時是否發生異常，檢查是否為伺服狀態異常或是Servo Time Out 時間設定過短，需要進行修改
AGV,200223,Alarm,Shutter Door Servo Controller Error,Shutter Door Servo Controller Error,拉門軸 伺服控制器異常,拉門伺服軸動作時是否發生異常，請依伺服異常碼分別進行排除復歸操作
AGV,200224,Alarm,,,,
AGV,200225,Alarm,TRU Back End Sensor Is Not On[Dog],TRU Back End Sensor Is Not On[Dog],手臂後退端Sensor未On[近點訊號],手臂伸縮軸回原點時，原點(DOG)信號未作動，檢查SENSOR是否有損壞，或是照射角度未調整好，導致SENSOR作動異常
AGV,200226,Alarm,TRU Down End Sensor Is Not On[X0219],TRU Down End Sensor Is Not On[X0219],手臂下降端Sensor未On[X0219],手臂升降軸執行下降端呼叫，到位下降端SENSOR[X0219]信號未作動，檢查SENSOR是否有損壞，或是照射角度未調整好，導致SENSOR作動異常
AGV,200227,Alarm,TRU Rising End Sensor Is Not On[X0218],TRU Rising End Sensor Is Not On[X0218],手臂上升端Sensor未On[X0218],手臂升降軸執行上升端呼叫時，到位上升端SENSOR[X0218]信號未作動，檢查SENSOR是否有損壞，或是照射角度未調整好，導致SENSOR作動異常
AGV,200228,Alarm,TRU Turn Axis 90 Degrees Sensor Is Not On[X020A],TRU Turn Axis 90 Degrees Sensor Is Not On[X020A],旋轉軸 90度Sensor未On[X020A],手臂旋轉軸執行90度呼叫時，到位90度SENSOR[X020A]信號未作動，檢查SENSOR是否有損壞，或是照射角度未調整好，導致SENSOR作動異常
AGV,200229,Alarm,TRU Forward/Back Axis Servo Is Not In Back Position,TRU Forward/Back Axis Servo Is Not In Back Position,伸縮軸 伺服未在縮回位置,請在手動模式執行JOG操作，讓伸縮軸伺服到達縮回位置再切換成自動模式
AGV,200230,Alarm,TRU Up/Down Axis Servo Is Not In Get CST Position,TRU Up/Down Axis Servo Is Not In Get CST Position,升降軸 伺服未在取CST位置,請在手動模式執行JOG操作，讓升降軸伺服到達取放CST位置再切換成自動模式
AGV,200231,Alarm,TRU Slide Axis Servo Is Not In Get/Put CST Position,TRU Slide Axis Servo Is Not In Get/Put CST Position,移載軸 伺服未在取放CST位置,請在手動模式執行JOG操作，讓移載軸伺服到達取放CST位置再切換成自動模式
AGV,200232,Alarm,TRU Turn Axis Servo Is Not In GetCST Position,TRU Turn Axis Servo Is Not In GetCST Position,旋轉軸 伺服未在取CST位置,請在手動模式執行JOG操作，讓旋轉軸伺服到達取放CST位置再切換成自動模式
AGV,200233,Alarm,TRU Get CST Action Time Out,TRU Get CST Action Time Out,手臂取CST動作Time Out,檢查手臂取CST動作時是否發生異常，檢查是否為伺服狀態異常或是取放CST動作時間設定過短，需要進行修改
AGV,200234,Alarm,TRU Put CST Action Time Out,TRU Put CST Action Time Out,手臂放CST動作Time Out,檢查手臂放CST動作時是否發生異常，檢查是否為伺服狀態異常或是取放CST動作時間設定過短，需要進行修改
AGV,200235,Alarm,TRU Is Not Execute Get Cassette Action,TRU Is Not Execute Get Cassette Action,手臂未執行取Cassette的動作,手臂接收到命令卻未執行作動，檢查是否為伺服狀態異常導致FORK未伸出執行取CST作動
AGV,200236,Alarm,TRU Is Not Execute Put Cassette Action,TRU Is Not Execute Put Cassette Action,手臂未執行放Cassette的動作,手臂接收到命令卻未執行作動，檢查是否為伺服狀態異常導致FORK未伸出執行放CST作動
AGV,200237,Alarm,TRU Forward/Back Axis And Turn Axis Servo Home Return Time Out,TRU Forward/Back Axis And Turn Axis Servo Home Return Time Out,伸縮軸與旋轉軸 伺服原點復歸 Time Out,檢查是否為伺服狀態異常或是SENSOR未作動，以及伺服原點復歸時間設定過短，需要進行修改
AGV,200238,Alarm,TRU Up/Down Axis Servo Home Return Time Out,TRU Up/Down Axis Servo Home Return Time Out,升降軸 伺服原點復歸 Time Out,檢查是否為伺服狀態異常或是SENSOR未作動，以及伺服原點復歸時間設定過短，需要進行修改
AGV,200239,Alarm,TRU Slide Axis Servo Home Return Time Out,TRU Slide Axis Servo Home Return Time Out,移載軸 伺服原點復歸 Time Out,檢查是否為伺服狀態異常或是SENSOR未作動，以及伺服原點復歸時間設定過短，需要進行修改
AGV,200240,Alarm,TRU Back To Work Home Action Time Out(Nothing),TRU Back To Work Home Action Time Out(Nothing),手臂回工作原點動作Time Out(無物時),檢查是否為伺服狀態異常或是SENSOR未作動，以及伺服原點復歸時間設定過短，需要進行修改
AGV,200241,Alarm,TRU Back To Work Home Action Time Out(Something),TRU Back To Work Home Action Time Out(Something),手臂回工作原點動作Time Out(有物時),檢查是否為伺服狀態異常或是SENSOR未作動，以及伺服原點復歸時間設定過短，需要進行修改
AGV,200242,Alarm,TRU GetEQ CST Action Time Out(L Side),TRU GetEQ CST Action Time Out(L Side),手臂取EQ CST動作Time Out(L側),檢查是否為伺服狀態異常或是SENSOR未作動，以及伺服原點復歸時間設定過短，需要進行修改
AGV,200243,Alarm,TRU Put EQ CST Action Time Out(L Side),TRU Put EQ CST Action Time Out(L Side),手臂放EQ CST動作Time Out(L側),檢查是否為伺服狀態異常或是SENSOR未作動，以及伺服原點復歸時間設定過短，需要進行修改
AGV,200244,Alarm,TRU GetEQ CST Action Time Out(R Side),TRU GetEQ CST Action Time Out(R Side),手臂取EQ CST動作Time Out(R側),檢查是否為伺服狀態異常或是SENSOR未作動，以及伺服原點復歸時間設定過短，需要進行修改
AGV,200245,Alarm,TRU Put EQ CST Action Time Out(R Side),TRU Put EQ CST Action Time Out(R Side),手臂放EQ CST動作Time Out(R側),檢查是否為伺服狀態異常或是SENSOR未作動，以及伺服原點復歸時間設定過短，需要進行修改
AGV,200246,Alarm,Shutter Door Fall Action Time Out(L Side),Shutter Door Fall Action Time Out(L Side),捲門下降動作Time Out(L側),檢查是否為伺服狀態異常或是SENSOR[X0133]未作動，以及Servo Time Out 時間設定過短，需要進行修改
AGV,200247,Alarm,Shutter Door Fall Action Time Out(R Side),Shutter Door Fall Action Time Out(R Side),捲門下降動作Time Out(R側),檢查是否為伺服狀態異常或是SENSOR[X0113]未作動，以及Servo Time Out 時間設定過短，需要進行修改
AGV,200248,Alarm,TRU Servo Off Action Time Out,TRU Servo Off Action Time Out,手臂Servo Off動作Time Out,檢查是否為伺服狀態異常或是SENSOR未作動
AGV,200249,Alarm,TRU Servo On Action Time Out,TRU Servo On Action Time Out,手臂Servo On動作Time Out,檢查是否為伺服狀態異常或是SENSOR未作動
AGV,200250,Alarm,Shutter Door R Side Rise Action Time Out,Shutter Door R Side Rise Action Time Out,R側捲門 上升動作Time Out,檢查是否為伺服狀態異常或是Servo Time Out 時間設定過短，需要進行修改
AGV,200251,Alarm,Shutter Door R Side Fall Action Time Out,Shutter Door R Side Fall Action Time Out,R側捲門 下降動作Time Out,檢查是否為伺服狀態異常或是Servo Time Out 時間設定過短，需要進行修改
AGV,200252,Alarm,TRU Fok up/down Sensor error,TRU Fok up/down Sensor error,TRU FORK 升降傾斜檢知異常,檢查升降傾斜檢知SENSOR[X021A]是否有損壞，或是照射角度未調整好，導致SENSOR作動異常
AGV,200253,Alarm,"AGV Car And EQ TRUshake,T4 Time out (L Side)","AGV Car And EQ TRUshake,T4 Time out (L Side)","AGV車與EQ交握,發生T4 Time out (L側)",檢查交握信號是否有正常發送，交握通訊模組和通訊線是否有安裝好或損壞，以及T4交握時間設定過短，需要進行修改
AGV,200254,Alarm,,,,
AGV,200255,Alarm,Shutter Door L Side Rise Action Time Out,Shutter Door L Side Rise Action Time Out,L側捲門 上升動作Time Out,檢查是否為伺服狀態異常或是Servo Time Out 時間設定過短，需要進行修改
AGV,200256,Alarm,Shutter Door L Side Fall Action Time Out,Shutter Door L Side Fall Action Time Out,L側捲門 下降動作Time Out,檢查是否為伺服狀態異常或是Servo Time Out 時間設定過短，需要進行修改
AGV,200257,Alarm,TRU TRU Tilt sensor Alarm[X21A],TRU TRU Tilt sensor Alarm[X21A],TRU FORK 伸降傾斜檢知異常[X21A],檢查FORK傾斜檢知是否異常[X21A]
AGV,200258,Alarm,"AGV Car And EQ TRUshake,T4 Time out (R Side)","AGV Car And EQ TRUshake,T4 Time out (R Side)","AGV車與EQ交握,發生T4 Time out (R側)",檢查交握信號是否有正常發送，交握通訊模組和通訊線是否有安裝好或損壞，以及T4交握時間設定過短，需要進行修改
AGV,200259,Alarm,,,,
AGV,200260,Alarm,"TRU Get CST,TRU Detect Sensor Detect Nothing[X0201]","TRU Get CST,TRU Detect Sensor Detect Nothing[X0201]","手臂取CST時,Fork荷有檢檢測無物[X0201]",檢查FORK在荷檢[X0201]是否有損壞，或是照射角度未調整好，導致SENSOR作動異常
AGV,200261,Alarm,"TRU Get CST,TRU Detect Sensor Detect Nothing[X0205]","TRU Get CST,TRU Detect Sensor Detect Nothing[X0205]","手臂取CST時,Fork荷有檢檢測無物[X0205]",檢查FORK在荷檢[X0205]是否有損壞，或是照射角度未調整好，導致SENSOR作動異常
AGV,200262,Alarm,"TRU Put CST,TRU Detect Sensor Detect Nothing[X0201]","TRU Put CST,TRU Detect Sensor Detect Nothing[X0201]","手臂放CST時,Fork荷有檢檢測無物[X0201]",檢查FORK在荷檢[X0201]是否有損壞，或是照射角度未調整好，導致SENSOR作動異常
AGV,200263,Alarm,"TRU Put CST,TRU Detect Sensor Detect Nothing[X0205]","TRU Put CST,TRU Detect Sensor Detect Nothing[X0205]","手臂放CST時,Fork荷有檢檢測無物[X0205]",檢查FORK在荷檢[X0205]是否有損壞，或是照射角度未調整好，導致SENSOR作動異常
AGV,200264,Alarm,"TRU Put CST,But TRU Detect Sensor Detect Something[X0201]","TRU Put CST,But TRU Detect Sensor Detect Something[X0201]","手臂放完CST時,但Fork荷有檢檢測有物[X0201]",檢查FORK在荷檢[X0201]是否有損壞，或是照射角度未調整好，導致SENSOR作動異常
AGV,200265,Alarm,"TRU Put CST,But TRU Detect Sensor Detect Something[X0205]","TRU Put CST,But TRU Detect Sensor Detect Something[X0205]","手臂放完CST時,但Fork荷有檢檢測有物[X0205]",檢查FORK在荷檢[X0205]是否有損壞，或是照射角度未調整好，導致SENSOR作動異常
AGV,200266,Alarm,Servo#1 Tween axis Position abnormal ,Servo#1 Tween axis Position abnormal ,Servo#1 補間位罝異常,請操作人機進入伺服單/雙軸操作畫面執行同高操作，然後再執行伺服呼叫操作如果異常未消失請檢查是否為伺服狀態異常或是手臂機構可能有問題
AGV,200267,Alarm,Servo#2 Tween axis Position abnormal ,Servo#2 Tween axis Position abnormal ,Servo#2 補間位罝異常,請操作人機進入伺服單/雙軸操作畫面執行同高操作，然後再執行伺服呼叫操作如果異常未消失請檢查是否為伺服狀態異常或是手臂機構可能有問題
AGV,200268,Alarm,Worng rotationof TRU Get/Put CST(L Side) ,Worng rotationof TRU Get/Put CST(L Side) ,手臂取放CST 旋轉方向錯誤(L側),檢查SENSOR[X12A6]是否有損壞，或是照射角度未調整好，導致SENSOR作動異常
AGV,200269,Alarm,Worng rotationof TRU Get/Put  CST(R Side) ,Worng rotationof TRU Get/Put  CST(R Side) ,手臂取放CST 旋轉方向錯誤(R側),檢查SENSOR[X020C]是否有損壞，或是照射角度未調整好，導致SENSOR作動異常
AGV,200270,Alarm,PUT Double Storag R Side abnormal,PUT Double Storag R Side abnormal,R側 置物二重格判斷異常(有物),檢查二重格檢知  (R)[X0204]是否有損壞，或是照射角度未調整好，導致SENSOR作動異常
AGV,200271,Alarm,Get  Empty Retriev R Side abnormal,Get  Empty Retriev R Side abnormal,R側 取物二重格判斷異常(無物),檢查二重格檢知  (R)[X0204]是否有損壞，或是照射角度未調整好，導致SENSOR作動異常
AGV,200272,Alarm,PUT Double Storag L Side abnormal,PUT Double Storag L Side abnormal,L側 置物二重格判斷異常(有物),檢查二重格檢知  (L)[X0200]是否有損壞，或是照射角度未調整好，導致SENSOR作動異常
AGV,200273,Alarm,Get Empty Retriev L Side abnormal,Get Empty Retriev L Side abnormal,L側 取物二重格判斷異常(無物),檢查二重格檢知  (L)[X0200]是否有損壞，或是照射角度未調整好，導致SENSOR作動異常
AGV,200274,Alarm,"Down Position,TRU TRU Sensor On ,CST ON   ","Down Position,TRU TRU Sensor On ,CST ON   ","下降端時,FORK檢與CST有無檢同時ON",檢查FORK在荷檢[X0201][X0205]和CST在席檢[X01AC]是否有損壞，或是照射角度未調整好，導致SENSOR作動異常
AGV,200275,Alarm,Get CST From EQ Double Storag abnormal,Get CST From EQ Double Storag abnormal,"從EQ取CST時,發生二重格異常",檢查二重格是否異常
AGV,200276,Alarm,Put CST To EQ Double Storag abnormal,Put CST To EQ Double Storag abnormal,"放CST到EQ時,發生二重格異常",檢查二重格是否異常
AGV,200277,Alarm,"TRU (R Side) Get/Put, LiDAR Sensor_L Error[X127]","TRU (R Side) Get/Put, LiDAR Sensor_L Error[X127]",TRU 旋轉中人員設備侵入安全區域(L側),"檢查,L側Sensor檢出是否異常[X127]"
AGV,200278,Alarm,"TRU (L Side) Get/Put, (R Side) Sensor On","TRU (L Side) Get/Put, (R Side) Sensor On",TRU 旋轉中人員設備侵入安全區域(R側),檢查R側Sensor檢出是否異常[X129]
AGV,200279,Alarm,,,,
AGV,200280,Alarm,EQ Ready signal Off - Left side,EQ Ready signal Off - Left side,L Side EQ I/F Ready 訊號 OFF,
AGV,200281,Alarm,EQ Ready signal Off - Right side,EQ Ready signal Off - Right side,R Side EQ I/F Ready 訊號 OFF,
AGV,200282,Alarm,"AGV is not Ready
AGV is in manual state, please do home return or close the door","AGV is not Ready
AGV is in manual state, please do home return or close the door",可能是(異常沒消(權限未登(拉門沒關,(異常消除(權限登入(拉門關閉
AGV,200283,Alarm,Charger Error(R Side),Charger Error(R Side),充電中  主充電樁發生異常(R側),"請檢查充電時,主充電樁是否異常(R側)"
AGV,200284,Alarm,"In Charge,Charger Sensor Error(R Side)","In Charge,Charger Sensor Error(R Side)",充電中  主充電樁檢知異常(R側),"請檢查充電時,主充電樁檢知是否異常(R側)"
AGV,200285,Alarm,Charger Error(L Side),Charger Error(L Side),充電中  主充電樁發生異常(L側),"請檢查充電時,主充電樁是否異常(L側)"
AGV,200286,Alarm,"In Charge,Charger Sensor Error(L Side)","In Charge,Charger Sensor Error(L Side)",充電中  主充電樁檢知異常(L側),"請檢查充電時,主充電樁檢知是否異常(L側)"
AGV,200287,Alarm,,,,
AGV,200288,Alarm,,,,
AGV,200289,Alarm,"AGV has been blocked for too long, please remove the obstacles","AGV has been blocked for too long, please remove the obstacles",AGV阻擋停止時間過久請移除障礙物,"AGV阻擋停止時間過久,請移除障礙物"
AGV,200290,Alarm,EQ Ready signal Off - Left side,EQ Ready signal Off - Left side,L Side 取放中 EQ Ready 訊號 OFF,請檢查交握訊號L Side 取放中 EQ Ready 訊號是否OFF
AGV,200291,Alarm,EQ Ready signal Off - Right side,EQ Ready signal Off - Right side,R Side 取放中 EQ Ready 訊號 OFF,請檢查交握訊號R Side 取放中 EQ Ready 訊號是否OFF
AGV,200292,Alarm,Charging pile is not in HP - Right side,Charging pile is not in HP - Right side,R Side  充電樁電極不在後端,請檢查R Side充電樁電極是否在後端
AGV,200293,Alarm,Charging pile is not in HP - Left side,Charging pile is not in HP - Left side,L Side  充電樁電極不在後端,請檢查L Side充電樁電極是否在後端
AGV,200294,Alarm,Charging system off,Charging system off,充電機  系統停止中,請檢查充電機系統是否正常
AGV,200295,Alarm,Charging system off - with CST,Charging system off - with CST,充電機  系統停止中(有Cassette),請檢查充電機系統是否正常(CST在AGV車內)
AGV,200296,Alarm,Charging error - Right side,Charging error - Right side,"充電中""副""充電樁發生異常(R側)","請檢查""副""充電樁是否異常(R側)"
AGV,200297,Alarm,Charging error in unloading - Right side,Charging error in unloading - Right side,"置貨充電中""副""充電樁發生異常(R側)","請檢查""副""充電樁是否異常(R側)"
AGV,200298,Alarm,Charging error in loading - Right side,Charging error in loading - Right side,"取貨充電中""副""充電樁發生異常(R側)","請檢查""副""充電樁是否異常(R側)"
AGV,200299,Alarm,Charging error - Left side,Charging error - Left side,"充電中""副""充電樁發生異常(L側)","請檢查""副""充電樁是否異常(L側)"
AGV,200300,Alarm,Charging error in unloading - Left side,Charging error in unloading - Left side,"置貨充電中""副""充電樁發生異常(L側)","請檢查""副""充電樁是否異常(L側)"
AGV,200301,Alarm,Charging error in loading - Left side,Charging error in loading - Left side,"取貨充電中""副""充電樁發生異常(L側)","請檢查""副""充電樁是否異常(L側)"
AGV,200302,Alarm,EQ Ready signal On - Left side,EQ Ready signal On - Left side,L Side  取放完成EQ Ready訊號ON,請檢查交握訊號L Side 取放完成 EQ Ready 訊號是否ON
AGV,200303,Alarm,EQ Ready signal On - Right side,EQ Ready signal On - Right side,R Side  取放完成EQ Ready訊號ON,請檢查交握訊號R Side 取放完成 EQ Ready 訊號是否ON
AGV,200304,Alarm,,,,
AGV,200305,Alarm,,,,
AGV,200306,Alarm,,,,
AGV,200307,Alarm,,,,
AGV,200308,Alarm,,,,
AGV,200309,Alarm,,,,
AGV,200310,Alarm,,,,
AGV,200311,Alarm,,,,
AGV,200312,Alarm,,,,
AGV,200313,Alarm,,,,
AGV,200314,Alarm,,,,
AGV,200315,Alarm,,,,
AGV,200316,Alarm,,,,
AGV,200317,Alarm,,,,
AGV,200318,Alarm,,,,
AGV,200319,Alarm,,,,
AGV,200320,Alarm,,,,
AGV,200321,Alarm,,,,
AGV,200322,Alarm,,,,
AGV,200323,Alarm,,,,
AGV,200324,Alarm,,,,
AGV,200325,Alarm,,,,
AGV,200326,Alarm,,,,
AGV,200327,Alarm,,,,
AGV,200328,Alarm,,,,
AGV,200329,Alarm,,,,
AGV,200330,Alarm,,,,
AGV,200331,Alarm,,,,
AGV,200332,Alarm,,,,
AGV,200333,Alarm,,,,
AGV,200334,Alarm,,,,
AGV,200335,Alarm,,,,
AGV,200336,Alarm,,,,
AGV,200337,Alarm,,,,
AGV,200338,Alarm,,,,
AGV,200339,Alarm,,,,
AGV,200340,Alarm,,,,
AGV,200341,Alarm,,,,
AGV,200342,Alarm,,,,
AGV,200343,Alarm,,,,
AGV,200344,Alarm,,,,
AGV,200345,Alarm,,,,
AGV,200346,Alarm,,,,
AGV,200347,Alarm,,,,
AGV,200348,Alarm,,,,
AGV,200349,Alarm,,,,
AGV,200350,Alarm,,,,
AGV,200351,Alarm,,,,
AGV,200352,Alarm,,,,
AGV,200353,Alarm,,,,
AGV,200354,Alarm,,,,
AGV,200355,Alarm,,,,
AGV,200356,Alarm,,,,
AGV,200357,Alarm,,,,
AGV,200358,Alarm,,,,
AGV,200359,Alarm,,,,
AGV,200360,Alarm,,,,
AGV,200361,Alarm,,,,
AGV,200362,Alarm,,,,
AGV,200363,Alarm,,,,
AGV,200364,Alarm,,,,
AGV,200365,Alarm,,,,
AGV,200366,Alarm,,,,
AGV,200367,Alarm,,,,
AGV,200368,Alarm,,,,
AGV,200369,Alarm,,,,
AGV,200370,Alarm,,,,
AGV,200371,Alarm,,,,
AGV,200372,Alarm,,,,
AGV,200373,Alarm,,,,
AGV,200374,Alarm,,,,
AGV,200375,Alarm,,,,
AGV,200376,Alarm,,,,
AGV,200377,Alarm,,,,
AGV,200378,Alarm,,,,
AGV,200379,Alarm,,,,
AGV,200380,Alarm,,,,
AGV,200381,Alarm,,,,
AGV,200382,Alarm,,,,
AGV,200383,Alarm,,,,
AGV,200384,Alarm,,,,
AGV,200385,Alarm,,,,
AGV,200386,Alarm,,,,
AGV,200387,Alarm,,,,
AGV,200388,Alarm,,,,
AGV,200389,Alarm,,,,
AGV,200390,Alarm,,,,
AGV,200391,Alarm,,,,
AGV,200392,Alarm,,,,
AGV,200393,Alarm,,,,
AGV,200394,Alarm,,,,
AGV,200395,Alarm,,,,
AGV,200396,Alarm,,,,
AGV,200397,Alarm,,,,
AGV,200398,Alarm,,,,
AGV,200399,Alarm,,,,
AGV,200400,Alarm,,,,
AGV,200401,Alarm,,,,
AGV,200402,Alarm,,,,
AGV,200403,Alarm,,,,
AGV,200404,Alarm,,,,
AGV,200405,Alarm,,,,
AGV,200406,Alarm,,,,
AGV,200407,Alarm,,,,
AGV,200408,Alarm,,,,
AGV,200409,Alarm,,,,
AGV,200410,Alarm,,,,
AGV,200411,Alarm,,,,
AGV,200412,Alarm,,,,
AGV,200413,Alarm,,,,
AGV,200414,Alarm,,,,
AGV,200415,Alarm,,,,
AGV,200416,Alarm,,,,
AGV,200417,Alarm,,,,
AGV,200418,Alarm,,,,
AGV,200419,Alarm,,,,
AGV,200420,Alarm,,,,
AGV,200421,Alarm,,,,
AGV,200422,Alarm,,,,
AGV,200423,Alarm,,,,
AGV,200424,Alarm,,,,
AGV,200425,Alarm,,,,
AGV,200426,Alarm,,,,
AGV,200427,Alarm,,,,
AGV,200428,Alarm,,,,
AGV,200429,Alarm,,,,
AGV,200430,Alarm,,,,
AGV,200431,Alarm,,,,
AGV,200432,Alarm,,,,
AGV,200433,Alarm,,,,
AGV,200434,Alarm,,,,
AGV,200435,Alarm,,,,
AGV,200436,Alarm,,,,
AGV,200437,Alarm,,,,
AGV,200438,Alarm,,,,
AGV,200439,Alarm,,,,
AGV,200440,Alarm,,,,
AGV,200441,Alarm,,,,
AGV,200442,Alarm,,,,
AGV,200443,Alarm,,,,
AGV,200444,Alarm,,,,
AGV,200445,Alarm,,,,
AGV,200446,Alarm,,,,
AGV,200447,Alarm,,,,
AGV,200448,Alarm,,,,
AGV,200449,Alarm,,,,
AGV,200450,Alarm,,,,
AGV,200451,Alarm,,,,
AGV,200452,Alarm,,,,
AGV,200453,Alarm,,,,
AGV,200454,Alarm,,,,
AGV,200455,Alarm,,,,
AGV,200456,Alarm,,,,
AGV,200457,Alarm,,,,
AGV,200458,Alarm,,,,
AGV,200459,Alarm,,,,
AGV,200460,Alarm,,,,
AGV,200461,Alarm,,,,
AGV,200462,Alarm,,,,
AGV,200463,Alarm,,,,
AGV,200464,Alarm,,,,
AGV,200465,Alarm,,,,
AGV,200466,Alarm,,,,
AGV,200467,Alarm,,,,
AGV,200468,Alarm,,,,
AGV,200469,Alarm,,,,
AGV,200470,Alarm,,,,
AGV,200471,Alarm,,,,
AGV,200472,Alarm,,,,
AGV,200473,Alarm,,,,
AGV,200474,Alarm,,,,
AGV,200475,Alarm,,,,
AGV,200476,Alarm,,,,
AGV,200477,Alarm,,,,
AGV,200478,Alarm,,,,
AGV,200479,Alarm,,,,
AGV,200480,Alarm,,,,
AGV,200481,Alarm,,,,
AGV,200482,Alarm,,,,
AGV,200483,Alarm,,,,
AGV,200484,Alarm,,,,
AGV,200485,Alarm,,,,
AGV,200486,Alarm,,,,
AGV,200487,Alarm,,,,
AGV,200488,Alarm,,,,
AGV,200489,Alarm,,,,
AGV,200490,Alarm,,,,
AGV,200491,Alarm,,,,
AGV,200492,Alarm,,,,
AGV,200493,Alarm,,,,
AGV,200494,Alarm,,,,
AGV,200495,Alarm,,,,
AGV,200496,Alarm,,,,
AGV,200497,Alarm,,,,
AGV,200498,Alarm,,,,
AGV,200499,Alarm,,,,
AGV,200500,Alarm,,,,
AGV,200501,Alarm,,,,
AGV,200502,Alarm,,,,
AGV,200503,Alarm,,,,
AGV,200504,Alarm,,,,
AGV,200505,Alarm,,,,
AGV,200506,Alarm,,,,
AGV,200507,Alarm,,,,
AGV,200508,Alarm,,,,
AGV,200509,Alarm,,,,
AGV,200510,Alarm,,,,
AGV,200511,Alarm,,,,
AGV,200512,Alarm,,,,
AGV,200513,Alarm,,,,
AGV,200514,Alarm,,,,
AGV,200515,Alarm,,,,
AGV,200516,Alarm,,,,
AGV,200517,Alarm,,,,
AGV,200518,Alarm,,,,
AGV,200519,Alarm,,,,
AGV,200520,Alarm,,,,
AGV,200521,Alarm,,,,
AGV,200522,Alarm,,,,
AGV,200523,Alarm,,,,
AGV,200524,Alarm,,,,
AGV,200525,Alarm,,,,
AGV,200526,Alarm,,,,
AGV,200527,Alarm,,,,
AGV,200528,Alarm,,,,
AGV,200529,Alarm,,,,
AGV,200530,Alarm,,,,
AGV,200531,Alarm,,,,
AGV,200532,Alarm,,,,
AGV,200533,Alarm,,,,
AGV,200534,Alarm,,,,
AGV,200535,Alarm,,,,
AGV,200536,Alarm,,,,
AGV,200537,Alarm,,,,
AGV,200538,Alarm,,,,
AGV,200539,Alarm,,,,
AGV,200540,Alarm,,,,
AGV,200541,Alarm,,,,
AGV,200542,Alarm,,,,
AGV,200543,Alarm,,,,
AGV,200544,Alarm,,,,
AGV,200545,Alarm,,,,
AGV,200546,Alarm,,,,
AGV,200547,Alarm,,,,
AGV,200548,Alarm,,,,
AGV,200549,Alarm,,,,
AGV,200550,Alarm,,,,
AGV,200551,Alarm,,,,
AGV,200552,Alarm,,,,
AGV,200553,Alarm,,,,
AGV,200554,Alarm,,,,
AGV,200555,Alarm,,,,
AGV,200556,Alarm,,,,
AGV,200557,Alarm,,,,
AGV,200558,Alarm,,,,
AGV,200559,Alarm,,,,
AGV,200560,Alarm,,,,
AGV,200561,Alarm,,,,
AGV,200562,Alarm,,,,
AGV,200563,Alarm,,,,
AGV,200564,Alarm,,,,
AGV,200565,Alarm,,,,
AGV,200566,Alarm,,,,
AGV,200567,Alarm,,,,
AGV,200568,Alarm,,,,
AGV,200569,Alarm,,,,
AGV,200570,Alarm,,,,
AGV,200571,Alarm,,,,
AGV,200572,Alarm,,,,
AGV,200573,Alarm,,,,
AGV,200574,Alarm,,,,
AGV,200575,Alarm,,,,
AGV,200576,Alarm,,,,
AGV,200577,Alarm,,,,
AGV,200578,Alarm,,,,
AGV,200579,Alarm,,,,
AGV,200580,Alarm,,,,
AGV,200581,Alarm,,,,
AGV,200582,Alarm,,,,
AGV,200583,Alarm,,,,
AGV,200584,Alarm,,,,
AGV,200585,Alarm,,,,
AGV,200586,Alarm,,,,
AGV,200587,Alarm,,,,
AGV,200588,Alarm,,,,
AGV,200589,Alarm,,,,
AGV,200590,Alarm,,,,
AGV,200591,Alarm,,,,
AGV,200592,Alarm,,,,
AGV,200593,Alarm,,,,
AGV,200594,Alarm,,,,
AGV,200595,Alarm,,,,
AGV,200596,Alarm,,,,
AGV,200597,Alarm,,,,
AGV,200598,Alarm,,,,
AGV,200599,Alarm,,,,
AGV,200600,Alarm,,,,
AGV,200601,Alarm,,,,
AGV,200602,Alarm,,,,
AGV,200603,Alarm,,,,
AGV,200604,Alarm,,,,
AGV,200605,Alarm,,,,
AGV,200606,Alarm,,,,
AGV,200607,Alarm,,,,
AGV,200608,Alarm,,,,
AGV,200609,Alarm,,,,
AGV,200610,Alarm,,,,
AGV,200611,Alarm,,,,
AGV,200612,Alarm,,,,
AGV,200613,Alarm,,,,
AGV,200614,Alarm,,,,
AGV,200615,Alarm,,,,
AGV,200616,Alarm,,,,
AGV,200617,Alarm,,,,
AGV,200618,Alarm,,,,
AGV,200619,Alarm,,,,
AGV,200620,Alarm,,,,
AGV,200621,Alarm,,,,
AGV,200622,Alarm,,,,
AGV,200623,Alarm,,,,
AGV,200624,Alarm,,,,
AGV,200625,Alarm,,,,
AGV,200626,Alarm,,,,
